input file name	correct diagnosis source	correct diagnosis	gpt diagnosis	score (0-5)	Rank		Score (Peter)	Score (Justin)	Score (Daniel)	Range
PMID_34788511-phenopacket-based_query.txt	Manual paste-in	Pneumocystis jirovecii pneumonia.	Based on the provided information, my most likely diagnosis is:  1. Autoimmune Hepatitis  My differential diagnosis, ranked from most likely to least likely, includes:  1. Autoimmune Hepatitis 2. Sarcoidosis 3. Primary Biliary Cirrhosis 4. Lupus (Systemic Lupus Erythematosus) 5. HIV infection/Acquired Immunodeficiency Syndrome (AIDS) 6. Chronic Granulomatous Disease 7. Common Variable Immunodeficiency 8. Hepatitis B/C 9. Non-Hodgkin's Lymphoma 10. Chronic Lymphocytic Leukemia.		-1		0	0	0	1
PMID_34818483-phenopacket-based_query.txt	Manual paste-in	Erysipelothrix rhusiopathiae infection.	Given the mentioned symptom:  Most likely diagnosis: Erythema multiforme  Differential diagnosis, from most likely to least likely:  1. Erythema multiforme 2. Erythema migrans (early Lyme disease) 3. Contact dermatitis 4. Allergic reaction 5. Psoriasis 6. Burn (thermal, chemical, or radiation-induced) 7. Cellulitis 8. Drug eruption  9. Photodermatitis 10. Rosacea 11. Erythema nodosum  12. Erythema toxicum neonatorum (rare in this age group)		-1		0	0	0	1
PMID_34879452-phenopacket-based_query.txt	Manual paste-in	Anti–melanoma differentiation–associated protein 5 (anti–MDA-5) dermatomyositis.	Most likely diagnosis: Metastatic Neoplasia/ Cancer with Multiple Primary Sites.  Differential Diagnoses: 1. Metastatic Neoplasia/Cancer with Multiple Primary Sites 2. Autoimmune Disease such as Systemic Lupus Erythematosus 3. Paraneoplastic Syndrome 4. Multiple Myeloma or another hematological malignancy 5. Behçet's Disease 6. Polymyalgia Rheumatica 7. Tuberculosis 8. Secondary Syphilis 9. HIV/AIDS-related opportunistic infections or malignancies 10. Hypereosinophilic Syndrome.		-1		0	3	0	4
PMID_34910867-phenopacket-based_query.txt	Manual paste-in	Lead poisoning	Most likely diagnosis: Depression with somatic symptoms  Differential diagnosis, ranked by probability:  1. Depression with somatic symptoms 2. Gastric adenocarcinoma 3. Functional dyspepsia 4. Alzheimer's disease 5. Iron deficiency anemia 6. Aphasia due to brain tumor or cerebral metastases 7. Peptic ulcer disease 8. Chronic pancreatitis 9. Generalized anxiety disorder 10. Chronic kidney disease 11. Hypothyroidism 12. Crohn's disease  13. Gastroesophageal reflux disease (GERD) 14. Chronic liver disease 15. Colorectal cancer 16. Non-celiac gluten sensitivity.		-1		0	0	0	1
PMID_34936743-phenopacket-based_query.txt	Manual paste-in	Fat embolism syndrome	Likely Diagnosis: Respiratory Distress Syndrome (ARDS)  Differential Diagnoses in decreasing order of likelihood:  1. Pulmonary embolism 2. Acute pneumonia 3. Congestive heart failure 4. Drug overdose (e.g. opioids) 5. Asthmatic attack 6. Sepsis 7. Panhypopituitarism 8. Myocarditis 9. Pulmonary Hypertension 10. Anaphylactic shock 11. Guillain-Barré syndrome 12. Diabetic ketoacidosis-induced respiratory failure.		1		0	3	5	5
PMID_34965341-phenopacket-based_query.txt	Manual paste-in	Moyamoya disease.	Most Likely Diagnosis: Pediatric Multiple Sclerosis  Differential Diagnosis:  1. Pediatric Multiple Sclerosis 2. Guillain-Barre Syndrome 3. Lyme Disease 4. Acute Disseminated Encephalomyelitis 5. Neuroblastoma 6. Brain stem glioma 7. Hereditary Spastic Paraplegia 8. Leukemia with central nervous system involvement 9. Bell's Palsy 10. Metabolic or genetic disorders affecting the nervous system such as mitochondrial or lysosomal storage diseases		-1		3	0	0	4
PMID_35020988-phenopacket-based_query.txt	Manual paste-in	Anti-IgLON5 IgG–associated neurologic disorder.	From the information provided, my most likely diagnosis is Amyotrophic Lateral Sclerosis (ALS).  My differential diagnoses, in order of probability from the most likely to the least likely are:  1. Amyotrophic Lateral Sclerosis (ALS) 2. Progressive Bulbar Palsy 3. Multiple System Atrophy 4. Primary Lateral Sclerosis 5. Bulbar onset Myasthenia Gravis 6. Brainstem stroke 7. Progressive Supranuclear Palsy 8. Parkinson's Disease 9. Multiple Sclerosis 10. Spinocerebellar Ataxia.		-1		0	0	2	3
PMID_35045230-phenopacket-based_query.txt	Manual paste-in	VEXAS (vacuoles, E1 enzyme, X-linked, autoinflammatory, somatic) syndrome.	Based on the case description, my most likely diagnosis is:  Relapsing Polychondritis.  Here is my differential diagnosis, listed in order from most to least likely:  1. Relapsing Polychondritis 2. Systemic Lupus Erythematosus (SLE) 3. Granulomatosis with Polyangiitis (Wegener's) 4. Microscopic Polyangiitis 5. Sarcoidosis 6. Vasculitis associated with Rheumatoid Arthritis 7. Behcet's Disease 8. Systemic Sclerosis (Scleroderma) 9. Giant Cell Arteritis 10. Polyarteritis Nodosa.		-1		0	0	0	1
PMID_35081284-phenopacket-based_query.txt	Manual paste-in	Inflammatory bowel disease (Crohn’s disease).	Most likely diagnosis: Juvenile idiopathic arthritis with comorbid Autism Spectrum Disorder  Differential diagnosis:   1. Juvenile idiopathic arthritis with comorbid Autism Spectrum Disorder 2. Lupus 3. Hashimoto's thyroiditis with Autism Spectrum Disorder 4. Post-streptococcal reactive arthritis 5. Hyper IgM syndrome 6. HIV/AIDS 7. Lyme disease 8. Tuberculosis  9. Crohn's disease 10. Celiac disease with Autism Spectrum Disorder 11. Chronic Fatigue Syndrome with Autism Spectrum Disorder 12. Central Nervous System Vasculitis 13. Behçet's disease  14. Adult-onset Still's disease. 15. Familial Mediterranean Fever. 16. Sarcoidosis.		9		0	4	5	9
PMID_35139277-phenopacket-based_query.txt	Manual paste-in	Neurosyphilis	Most likely diagnosis: Cogan’s Syndrome   Differential Diagnoses, From Most Likely to Least Likely:  1. Cogan’s Syndrome 2. Meniere's Disease 3. Migraine related vertigo 4. Non-specific autoimmune disease (like rheumatoid arthritis) 5. Temporal Arteritis (Giant cell arteritis) 6. Neurosyphilis 7. Vasculitis (like Wegener’s granulomatosis) 8. Acute viral labyrinthitis 9. Multisystem disease like sarcoidosis 10. Chronic Fatigue Syndrome 11. Lyme Disease 12. Multiple Sclerosis 13. Inner ear pathology like acoustic neuroma or otitis media 14. Non-specific upper respiratory tract disorder.		6		5	5	5	1
PMID_35172059-phenopacket-based_query.txt	Manual paste-in	Genetic Creutzfeldt–Jakob disease.	Most Likely Diagnosis: Multiple Sclerosis  Differential Diagnosis: 1. Multiple Sclerosis 2. Cerebrovascular Disease 3. Spinocerebellar Ataxia 4. Cervical Spondylosis with Myelopathy 5. Brain Tumor 6. Acoustic Neuroma 7. Chronic Inflammatory Demyelinating Polyneuropathy 8. Huntington's Disease 9. Glaucoma (for blindness) 10. Neurosyphilis 11. Wernicke's Encephalopathy		-1		5	0	0	6
PMID_35196431-phenopacket-based_query.txt	Manual paste-in	Immune checkpoint inhibitor–induced diabetes.	Most Likely Diagnosis: Metastatic Melanoma  Differential Diagnosis: 1. Progression of superficial spreading melanoma with brain metastasis - This could account for the reported seizure and slurred speech. 2. Paraneoplastic syndrome associated with melanoma - Causes symptoms such as weight loss and fatigue, and in some cases, neurological manifestations like seizures. 3. Hypothyroidism - The patient’s fatigue and weight gain might be due to the hypothyroid status. 4. Neurodegenerative disorder (eg, Parkinson’s disease) - Slurred speech and seizures can be an indication. 5. Autoimmune Disorder - Certain autoimmune disorders can lead to seizures, slurred speech, hypothyroidism, and fatigue. 6. Hyperlipidemia-induced Atherogenic Cerebrovascular Disease - Could possibly cause neurological symptoms like seizures and slurred speech. 7. Multiple system atrophy - Neurodegenerative disease that can include a combination of parkinsonism, cerebellar ataxia, and autonomic malfunction. This might explain the nocturia, slurred speech, and seizures. 8. Side effects of medications - These can cause a wide array of symptoms including fatigue, weight loss, seizures, and slurred speech. 9. Advanced age-related multi-systemic dysfunction - An array of multiple systemic problems associated with aging could be causing the constellation of signs and symptoms. 10. Vasculitis - Could cause seizures, slurred speech due to hypothyroidism, fatigue and weight loss. 11. Lyme disease - Marked by fatigue, possible neurological manifestations. 12. Tuberculosis or other opportunistic infections - Given the presence of a malignant condition (melanoma), these should be considered, as they can cause weight loss and fatigue.		-1		0	3	0	4
PMID_35263523-phenopacket-based_query.txt	Manual paste-in	Diffuse large B-cell lymphoma.	Most Likely Diagnosis: Late-Onset Parkinson’s disease  Differential Diagnosis:  1. Late-Onset Parkinson's Disease 2. Major Depressive Disorder with Psychotic Features 3. Generalized Anxiety Disorder 4. Cardiovascular disease leading to Transient Ischemic Attacks (TIA) or Stroke 5. Alzheimer's disease 6. Chronic Fatigue Syndrome 7. Myasthenia Gravis 8. Primary Immunodeficiency Disorder 9. Hypothyroidism 10. Normal Pressure Hydrocephalus 11. Multiple System Atrophy.		-1		0	0	0	1
PMID_35294816-phenopacket-based_query.txt	Manual paste-in	Hereditary angioedema with C1 inhibitor deficiency and chronic spontaneous urticaria.	Most likely diagnosis: Carcinoid syndrome  Differential diagnosis, ranked by probability:  1. Carcinoid syndrome 2. Systemic mastocytosis 3. Zollinger-Ellison syndrome 4. Pheochromocytoma 5. Atypical pneumonia 6. Sarcoidosis 7. Systemic lupus erythematosus 8. Multiple endocrine neoplasia type 1 (MEN1) 9. Vasculitis 10. Cushing's syndrome 11. Autoimmune polyglandular syndrome type I 12. Celiac disease 13. Addison's disease 14. Chronic pancreatitis 15. Tuberculosis 16. Hyperthyroidism 17. Chronic heart failure.		-1		0	0	0	1
PMID_35320647-phenopacket-based_query.txt	Manual paste-in	Anaplasmosis.	Most likely diagnosis: Infective Endocarditis  Differential Diagnosis (ranked by probability):  1. Infective Endocarditis 2. Lymphoma 3. Acute Hepatitis 4. Disseminated Histoplasmosis 5. Tuberculosis 6. Leukemia 7. Malaria 8. Sarcoidosis 9. Systemic Lupus Erythematosus 10. Rickettsiosis 11. Babesiosis 12. Typhoid Fever 13. Brucellosis 14. Q fever 15. Spleen Lymphoma with Villous Lymphocytes 16. Epstein-Barr Virus Infection 17. Cytomegalovirus Infection 18. Rheumatic Fever 19. Pyogenic Liver Abscess 20. Infectious Mononucleosis.		-1		0	3	0	4
PMID_35353965-phenopacket-based_query.txt	Manual paste-in	Fabry’s disease.	Based on the given case, here is my analysis:  Most likely diagnosis: Metastatic Lung Cancer with secondary Cardiac Involvement (likely in the form of Atrial Fibrillation and Right Bundle Branch Block, possibly Hypertrophic Cardiomyopathy) and Chronic Thyroiditis.  Differential Diagnosis, ranked by likelihood: 1. Metastatic Lung Cancer with secondary Cardiac Involvement and Chronic Thyroiditis 2. Chronic Obstructive Pulmonary Disease (COPD) with concomitant Primary Cardiomyopathy and Thyroiditis 3. Advanced Hypertrophic Cardiomyopathy with secondary Pulmonary Edema and Chronic Kidney Disease 4. Congestive Heart Failure with secondary Pulmonary Edema and Chronic Kidney Disease 5. Chronic Kidney Disease leading to Edema, Hypertension and Cardiac complications 6. Autoimmune Thyroid Disease with concomitant Lung Neoplasm and Cardiac complications 7. Polypharmacy side effects in an elderly patient leading to a wide array of symptoms 8. Metabolic Syndrome with subsequent Cardiovascular Disease, Chronic Kidney Disease, and Lung Cancer 9. Multiple System Atrophy with secondary Cardiac and Renal complications 10. Undifferentiated Connective Tissue disease resulting in multi-organ involvement.		-1		0	0	0	1
PMID_35417641-phenopacket-based_query.txt	Manual paste-in	Myelodysplastic syndrome.	The most likely diagnosis: Thrombotic Thrombocytopenic Purpura (TTP)  Differential diagnoses, ranked by likelihood: 1. Thrombotic Thrombocytopenic Purpura (TTP) 2. Hemolytic Uremic Syndrome (HUS) 3. Myelodysplastic syndrome (MDS) 4. Atypical Hemolytic Uremic Syndrome (aHUS) 5. Disseminated Intravascular Coagulation (DIC) 6. Autoimmune Hemolytic Anemia (AIHA) 7. Severe Sepsis 8. Gastrointestinal Stromal Tumor (GIST) 9. Paroxysmal Nocturnal Hemoglobinuria (PNH) 10. Leukemia 11. Lymphoma		3		0	3	5	5
PMID_35443111-phenopacket-based_query.txt	Manual paste-in	Systemic lupus erythematosus with antiphospho- lipid syndrome.	Most Likely Diagnosis: 1. Guillain-Barre Syndrome  Differential Diagnosis: 1. Guillain-Barre Syndrome 2. Myasthenia Gravis 3. Multiple Sclerosis 4. Bell's Palsy 5. Stroke 6. Brain tumor 7. Amyotrophic Lateral Sclerosis (ALS) 8. Lyme disease 9. Botulism 10. Neurosarcoidosis 11. Systemic Lupus Erythematosus (SLE) 12. Metabolic myopathies 13. Hypothyroidism 14. Sarcoidosis 15. Meningitis 16. Encephalitis 17. Wilson's Disease 18. Vasculitis affecting central nervous system 19. Mitochondrial myopathies 20. Hypokalemic periodic paralysis 21. Hyperkalemic periodic paralysis 22. Conversion Disorder 23. Paraneoplastic Syndrome.		11		5	0	5	11
PMID_35476654-phenopacket-based_query.txt	Manual paste-in	Regional myocarditis due to infection with Liste- ria monocytogenes.	Most Likely Diagnosis: Antiphospholipid Syndrome (APS)  Differential Diagnosis (from most likely to least likely):  1. Antiphospholipid Syndrome (APS) 2. Systemic Lupus Erythematosus (SLE) 3. Chronic Hepatitis C infection 4. Mixed connective tissue disease (MCTD) 5. Multiple Myeloma 6. Behcet's Syndrome 7. Gouty Arthritis with Secondary Hypertension 8. Hyperuricemic Nephropathy 9. Chronic Obstructive Pulmonary Disease (COPD) with Coronary Artery Disease (CAD) 10. Chronic Prostatitis/Chronic Pelvic Pain Syndrome (CP/CPPS)  11. Polymyalgia Rheumatica 12. Rheumatoid Arthritis 13. Non-alcoholic Steatohepatitis (NASH)  14. Chronic Fatigue Syndrome (CFS) 15. Vasculitis  16. Fibromyalgia.		-1		4	0	0	5
PMID_35544390-phenopacket-based_query.txt	Manual paste-in	High-grade B-cell lymphoma, not otherwise specified.	Based on the provided symptoms, I will make the following preliminary diagnosis.  Most Likely Diagnosis: Liver Cirrhosis  Differential Diagnosis:   1. Liver Cirrhosis 2. Heart Failure 3. Nephrotic Syndrome 4. Malnutrition 5. Chronic Pancreatitis 6. Budd-Chiari Syndrome 7. Peritoneal Carcinomatosis 8. Constrictive Pericarditis 9. Portal Vein Thrombosis 10. Tuberculosis Peritonitis		-1		0	0	0	1
PMID_35584159-phenopacket-based_query.txt	Manual paste-in	Aspiration pneumonia.	The most likely diagnosis: Testicular cancer with lung metastasis  Differential Diagnoses (from most likely to least likely): 1. Testicular cancer with lung metastasis 2. Tuberculosis (extrapulmonary TB) 3. Sarcoidosis 4. Rheumatoid Arthritis associated interstitial lung disease 5. Granulomatosis with polyangiitis 6. Lung cancer with paraneoplastic rheumatological manifestation 7. Lymphoma 8. Metastatic prostate cancer to the lungs 9. Lung abscess due to bacterial pneumonia 10. Legionnaire's disease 11. Chlamydia trachomatis infection causing reactive arthritis and pneumonia.		-1		0	2	0	3
PMID_35613025-phenopacket-based_query.txt	Manual paste-in	Idiopathic multicentric Castleman’s disease.	The most likely diagnosis: Lymphoma, possibly Non-Hodgkin Lymphoma  Differential diagnoses, ranked by likelihood: 1. Non-Hodgkin Lymphoma 2. Sarcoidosis 3. Systemic Lupus Erythematosus 4. Infectious mononucleosis 5. Tuberculosis 6. Mediastinal Carcinoma (e.g. Lung cancer, Thymoma) 7. Granulomatosis with polyangiitis (Wegener's granulomatosis) 8. Q fever 9. Whipple's disease 10. Castleman's disease 11. Invasive fungal infections (e.g. Histoplasmosis, Aspergillosis) 12. HIV/AIDS related conditions 13. Lyme Disease 14. Mycobacterium avium complex (MAC) infection 15. Hodgkin's lymphoma 16. Leukemia 17. Paraneoplastic syndromes 18. Adult-onset Still's disease 19. Mast cell activation syndrome 20. Acute infectious mononucleosis 21. Behcet's disease		10		0	4	5	10
PMID_35675180-phenopacket-based_query.txt	Manual paste-in	Undifferentiated autoimmune rheumatic disease.	My most likely diagnosis: Acute myocarditis secondary to a possible infection  Differential diagnoses, ranked by probability:  1. Acute myocarditis: The symptoms like fever, chest pain, abnormal EKG, myalgia, and syncope could point towards an inflammation of heart muscles, possibly due to a viral infection (gastroenteritis causing diarrhea, vomiting, poor appetite, and nausea can be a trigger). 2. Infectious mononucleosis: Could present with fever, chest pain, syncope, myalgia, and gastrointestinal symptoms like diarrhea, vomiting, nausea, and poor appetite. 3. Gastroenteritis: Would primarily explain the gastrointestinal symptoms (diarrhea, vomiting, nausea, poor appetite), as well as a general malaise like fever, myalgia. 4. Kawasaki disease: Common in children and teenagers. It can present with fever, diarrhea, vomiting, myalgia, and chest pain due to myocarditis and associated EKG changes. 5. Acute pericarditis: Fever, chest pain, and EKG changes could be due to inflammation of the pericardium around the heart. 6. Neoplastic conditions: The nevus could be a sign of a paraneoplastic syndrome, causing a variety of the listed symptoms, though this is less likely without more specific signs of malignancy. 7. Eosinophilic gastroenteritis: Would primarily account for gastrointestinal symptoms but eosinophilia can cause myocardial involvement as well. Quite rare though. 8. Addison’s disease: It can cause nausea, vomiting, poor appetite, myalgia, syncope, and hyperpigmentation (seen as nevus). Very rare with no obvious adrenal insufficiency symptoms, hence it's lower in my list. 9. Lyme disease: Transmission is rare in some areas, but would account for many of the nonspecific symptoms, including possible cardiac involvement (Lyme carditis). 10. Systemic lupus erythematosus: This autoimmune disease can cause a wide range of symptoms, including gastrointestinal and cardiac symptoms.  We would need additional information and test results for a more accurate diagnosis, but these are the differentials based on the given symptoms.		-1		5	3	2	6
PMID_35704401-phenopacket-based_query.txt	Manual paste-in	Infection with monkeypox virus, West African clade.	Most likely diagnosis:  HIV/AIDS with secondary Acute Retroviral Syndrome  Differential Diagnosis: 1. HIV/AIDS with secondary Acute Retroviral Syndrome 2. Secondary Syphilis  3. Acute Infectious Mononucleosis 4. Human Herpesvirus 6 (HHV-6) Infection 5. Acute Lymphocytic Leukemia 6. Hodgkin's Lymphoma 7. Non-Hodgkin's Lymphoma 8. Graft-versus-host disease (Post-transplant) 9. Systemic Lupus Erythematosus 10. Acute Myeloid Leukemia 11. Sarcoidosis 12. Tuberculosis. 13. Behçet's disease 14. Kikuchi disease 15. Adult-onset Still's disease		-1		0	0	0	1
PMID_35704485-phenopacket-based_query.txt	Manual paste-in	Phosphaturic mesenchymal tumor causing osteomalacia.	The most likely diagnosis is:  Tumor-Induced Osteomalacia (TIO)  Here are the ranked differential diagnoses:  1. Tumor-Induced Osteomalacia (TIO) 2. X-Linked Hypophosphatemia (XLH) 3. Vitamin D Deficiency Rickets (adult form) 4. Chronic Kidney Disease (mineral and bone disorder) 5. Fanconi Syndrome 6. Autosomal Dominant Hypophosphatemic Rickets (ADHR) 7. Autosomal Recessive Hypophosphatemic Rickets (ARHR) 8. Fibrous Dysplasia 9. Hyperparathyroidism 10. Osteogenesis Imperfecta.		1		0	4	5	5
PMID_35731657-phenopacket-based_query.txt	Manual paste-in	Pancreatic ductal adenocarcinoma.	Most Likely Diagnosis:  Stage IV Metastatic Breast Cancer with gastrointestinal tract involvement  Robust Differential Diagnosis:  1. Stage IV Metastatic Breast Cancer with gastrointestinal tract involvement 2. Carcinoid syndrome due to neuroendocrine tumors 3. Pancreatic adenocarcinoma with metastases 4. Metastatic colorectal cancer 5. Hepatic carcinoma with extrahepatic spread 6. Lymphoma (e.g., non-Hodgkin lymphoma) 7. Inflammatory Bowel Disease (IBD), in combination with separate breast carcinoma 8. Mastocytosis, a disorder causing too many mast cells in the body 9. Metastatic malignant melanoma (given the nevus) 10. Wilson disease, a rare genetic disease involving copper metabolism  11. Gaucher disease, a rare genetic disorder leading to the build-up of fatty substances 12. Addison disease, a condition that affects body’s production of adrenal hormones.  13. Paraneoplastic syndromes, like Lambert-Eaton syndrome (which can cause GI symptoms and depression).  14. Widespread metastatic disease of unknown primary origin.  15. Severe Anxiety and Depression (causing somatic symptoms).		3		5	3	5	2
PMID_35767442-phenopacket-based_query.txt	Manual paste-in	Plasma-cell myeloma post-transplantation lymphoproliferative disorder.	Most likely diagnosis: Relapse/Progression of Acute Lymphoblastic Leukemia (ALL).  Differential Diagnostics: 1. Relapse/Progression of Acute Lymphoblastic Leukemia  2. Infection, particularly pulmonary infection, secondary to immunosuppression in ALL 3. Anemia due to Bone Marrow Suppression in ALL  4. Chronic Heart Failure or Cardiac Dysfunction secondary to therapy (Chemotherapy-related cardiotoxicity) 5. Pulmonary Embolism 6. Tuberculosis 7. Pneumonia 8. Chronic Obstructive Pulmonary Disease (COPD) 9. Acute Respiratory Distress Syndrome (ARDS) 10. Pulmonary Hypertension 11. Anxiety disorder causing dyspnea 12. Asthma.		-1		4	3	TODO	5
PMID_35830644-phenopacket-based_query.txt	Manual paste-in	Granulomatosis with polyangiitis.	Based on the given symptoms, my most likely diagnosis is Systemic Lupus Erythematosus (SLE), specifically with Lupus Nephritis, given the presence of granular casts implying kidney involvement.  My differential diagnoses, ranked by probability, are as follows:  1. Systemic Lupus Erythematosus (SLE) with Lupus Nephritis 2. Post-streptococcal Glomerulonephritis 3. Goodpasture Syndrome 4. Wegener's Granulomatosis (Granulomatosis with Polyangiitis) 5. Rheumatic Fever 6. Influenza A or B 7. Infectious Mononucleosis 8. Polyarteritis Nodosa 9. Acute Bronchitis 10. Pneumonia 11. Common Cold (Acute Rhinitis) 12. Sinusitis 13. Asthma. 		4		0	5	5	5
PMID_35857663-phenopacket-based_query.txt	Manual paste-in	Infection with Blastomyces dermatitidis.	Based on the presented symptoms, my most likely diagnosis is Cushing’s disease.  Differential diagnoses, arranged in the order of likelihood: 1. Cushing’s disease 2. Exogenous corticosteroid use 3. Ectopic ACTH syndrome 4. Addison's disease 5. Adrenocortical carcinoma 6. Polycystic ovary syndrome (PCOS) 7. Insulinoma 8. Metabolic syndrome 9. Chronic pancreatitis 10. Primary biliary cirrhosis.		-1		4	0	0	5
PMID_35939582-phenopacket-based_query.txt	Manual paste-in	Well-differentiated pancreatic insulin-secreting neuroendocrine tumor (insulinoma).	Most Likely Diagnosis: Insulinoma   Differential Diagnosis: 1. Insulinoma  2. Adrenal insufficiency  3. Hypopituitarism 4. Factitious hypoglycemia (Self-Administered Insulin or Anti-Diabetic Drugs) 5. Surreptitious sulfonylurea ingestion 6. Non-islet cell tumor hypoglycemia 7. Alcohol consumption related hypoglycemia 8. Reactive hypoglycemia 9. Postprandial syndrome (dumping syndrome) 10. Prader-Willi syndrome.		1		0	5	5	5
PMID_36001715-phenopacket-based_query.txt	Manual paste-in	Langerhans-cell histiocytosis of the lung and liver.	Most Likely Diagnosis: Acute Pancreatitis  Differential Diagnosis: 1. Acute Pancreatitis 2. Peptic Ulcer Disease 3. Cholecystitis 4. Gastritis 5. Gastroenteritis 6. Gastroesophageal Reflux Disease (GERD) 7. Gallstones 8. Gastric Cancer 9. Hepatitis 10. Appendicitis 11. Abdominal Aortic Aneurysm 12. Myocardial Infarction 		-1		5	0	0	6
PMID_36069875-phenopacket-based_query.txt	Manual paste-in	Encephalitis due to Behçet’s disease.	Most likely diagnosis: Behçet's Disease.  Differential Diagnoses Ranked by Probability:  1. Behçet's Disease: This condition is characterized by chronic inflammation leading to recurring symptoms such as oral and genital ulcers, and various eye-related issues like uveitis. The patient's symptoms match closely with several associated with Behçet's.  2. Hughes-Stovin Syndrome: This is a very rare vasculitis disorder that can cause deep vein thrombosis, superior vena cava obstruction, pulmonary embolism, and aneurysms.   3. Systemic Lupus Erythematosus (SLE): The symptoms of lupus can vary greatly, and involve many organ systems, including those presented here such as arthritis, headaches, and ulcers.   4. Antiphospholipid Syndrome (APS): This is an autoimmune disorder characterized by excessive clotting, which can result in deep vein thrombosis, pulmonary emboli, and other related issues.  5. Vasculitis such as Wegener's Granulomatosis: Generalized inflammation of the blood vessels can cause a diverse range of symptoms like those seen in this case.   6. Neuro-Behçet's disease: This neurological variant of Behçet's presents mainly with neurologic symptoms, however, the systemic symptoms line up well with the patient presentation.   7. Multiple Sclerosis (MS): MS usually manifests with neurologic symptoms. However, the diverse presentation can resemble the symptoms given here.  8. Sarcoidosis: This is a multi-system disorder which can exhibit any of the given symptoms, albeit less likely than the ones listed above.  9. Lyme Disease: dissemination of the Borrelia bacterium can lead to a variety of symptoms, depending on the organs affected.  10. HIV/AIDS: The immune deficiency caused by this virus can lead to multiple systemic symptoms similar to those presented here due to various secondary infections or malignancies.		6		0	5	5	6
PMID_36070713-phenopacket-based_query.txt	Manual paste-in	Chronic Candida albicans meningitis.	Based on the given clinical picture, my most likely diagnoses is: Pseudotumor cerebri (Idiopathic Intracranial Hypertension)  For the differential diagnosis: 1. Pseudotumor cerebri (Idiopathic Intracranial Hypertension) 2. Malignant Hypertension 3. Benign Intracranial Hypertension 4. Pituitary tumour causing hyperprolactinemia 5. Space-occupying lesions in Central Nervous System (like brain tumour) 6. Ovarian cancer with brain metastasis 7. Arnold-Chiari Malformation 8. Meningitis/Encephalitis 9. Intracranial vascular lesions (like aneurysms) 10. Cavernous sinus thrombosis 11. Multiple sclerosis 12. Acute angle-closure glaucoma 13. Neurosyphilis 14. Retrobulbar neuritis 15. Optic neuritis  16. Migraine-associated ophthalmoplegia.  17. Leptomeningeal metastasis		-1		5	4	0	6
PMID_36103417-phenopacket-based_query.txt	Manual paste-in	Granulomatosis with polyangiitis.	Most likely diagnosis:  Giant Cell Arteritis   Differential diagnosis list:  1. Giant Cell Arteritis 2. Temporal Arteritis 3. Polymyalgia Rheumatica 4. Horton Disease 5. Takayasu Arteritis 6. Rheumatoid Arthritis 7. Systemic Lupus Erythematosus 8. Fibromyalgia 9. Systemic Vasculitis 10. Behcet's disease 11. Sarcoidosis 12. Lyme Disease  13. HIV/AIDS 14. Tuberculosis 15. Adult Onset Still's disease 16. Lymphoma 17. Multiple Myeloma 18. Leukemia.		-1		0	0	0	1
PMID_36130001-phenopacket-based_query.txt	Manual paste-in	Immune dysregulation, polyendocrinopathy, enteropathy, X-linked (IPEX) syndrome.	Most likely diagnosis: Congenital disorders of glycosylation  Differential diagnoses: 1. Congenital disorders of glycosylation 2. Celiac disease 3. Inflammatory bowel disease 4. Henoch-Schonlein purpura 5. Systemic lupus erythematosus 6. Alport syndrome 7. HIV-associated nephropathy 8. Dense deposit disease 9. Focal segmental glomerulosclerosis 10. IgA nephropathy 11. Minimal change disease 12. Diabetes-induced nephropathy 13. Fabry disease 14. Nephronophthisis.		-1		0	0	0	1
PMID_36170504-phenopacket-based_query.txt	Manual paste-in	Neonatal hypoglycemia due to biologically active teratoma and the Sotos syndrome.	My likely diagnosis for this case is Congenital Disorders of Glycosylation (CDG).  Here is my differential diagnosis ranked from most likely to least likely:  1. Congenital Disorders of Glycosylation (CDG)  2. Multiple endocrine neoplasia type 1 (MEN1)  3. Septo-optic dysplasia (De Morsier’s Syndrome) 4. Niemann-Pick disease type C 5. Acrodermatitis enteropathica 6. Inborn errors of metabolism, such as Fructose intolerance 7. Wilson's Disease 8. Hypopituitarism 9. Progressive familial intrahepatic cholestasis type II 10. Shwachman-Diamond syndrome.		-1		0	0	0	1
PMID_36239648-phenopacket-based_query.txt	Manual paste-in	Linitis plastica (invasive gastric adenocarcinoma).	Most likely diagnosis: Parkinson’s Disease (gastrointestinal manifestations)  Robust Differential Diagnosis (ranked by probability from most to least likely): 1. Idiopathic Gastroparesis 2. Autonomic Neuropathy (particularly Diabetic Autonomic Neuropathy) 3. Chronic Intestinal Pseudo-obstruction 4. Medication-induced constipation and gastroparesis 5. Systemic sclerosis (Scleroderma) 6. Amyloidosis 7. Multiple system atrophy 8. Paraneoplastic syndrome related gastrointestinal issues  9. Fabry Disease  10. Mitochondrial neurogastrointestinal encephalopathy (MNGIE) 		-1		0	0	0	1
