input file name	correct diagnosis source	correct diagnosis	gpt diagnosis	Score (0-5)	Rank	Rank (Peter)	Rank (Justin)		Score (Peter)	Score (Justin)	Score (Daniel)	Range
PMID_35020988-phenopacket-time-based_query.txt	Manual paste-in	Anti-IgLON5 IgG–associated neurologic disorder.	Most Likely Diagnosis: Amyotrophic lateral sclerosis (ALS).     Differential diagnosis in the order of probability:  1. Amyotrophic lateral sclerosis (ALS)  2. Progressive supranuclear palsy (PSP)  3. Parkinson's disease  4. Multiple system atrophy (MSA)  5. Bulbar palsy  6. Obstructive Sleep Apnea (OSA)  7. Stroke  8. Myasthenia gravis  9. Multiple sclerosis  10. Brain tumor  11. Creutzfeldt-Jakob Disease  12. Lewy body dementia	0	-1	-1	-1		0	0		0
PMID_35045230-phenopacket-time-based_query.txt	Manual paste-in	VEXAS (vacuoles, E1 enzyme, X-linked, autoinflammatory, somatic) syndrome.	Most Likely Diagnosis: Relapsing Polychondritis      Differential Diagnosis:  1. Relapsing Polychondritis  2. Polymyalgia Rheumatica  3. Giant Cell Arteritis  4. Vasculitis, nonspecific  5. Rheumatoid Arthritis  6. Systemic Lupus Erythematosus  7. Seropositive Arthritis  8. Sjögren's Syndrome  9. Takayasu’s Arteritis  10. Granulomatosis with Polyangiitis   11. Systemic Scleroderma   12. Erdheim-Chester Disease.	0	-1	-1	-1		0	0		0
PMID_35081284-phenopacket-time-based_query.txt	Manual paste-in	Inflammatory bowel disease (Crohn’s disease).	Most likely diagnosis: Systemic lupus erythematosus (SLE)     Differential diagnosis, ranked by probability:     1. Systemic lupus erythematosus (SLE)  2. Inflammatory bowel disease (Crohn's disease or Ulcerative colitis)  3. Juvenile idiopathic arthritis (JIA)  4. Celiac disease  5. Kawasaki disease  6. Appendicitis  7. Influenza or other viral infection  8. Lyme disease  9. Post-streptococcal reactive arthritis  10. Behcet's disease.	4	2	2	2		4	4		0
PMID_35139277-phenopacket-time-based_query.txt	Manual paste-in	Neurosyphilis	Most likely diagnosis: Cogan's syndrome     Differential Diagnoses:  1. Cogan's syndrome  2. Behcet's disease  3. Susac's syndrome  4. Sarcoidosis  5. Wegener's granulomatosis  6. Rheumatoid arthritis with secondary Sjogren's syndrome  7. Systemic lupus erythematosus (SLE)  8. Ankylosing spondylitis  9. Vogt-Koyanagi-Harada (VKH) disease  10. Relapsing polychondritis  11. Neurosyphilis  12. Usher Syndrome  13. Malignant otitis externa  14. Mevalonate kinase deficiency (HIDS)   15. Meniere's disease   16. Uveomeningoencephalitic Syndrome	5	11	11	11		5	5		0
PMID_35172059-phenopacket-time-based_query.txt	Manual paste-in	Genetic Creutzfeldt–Jakob disease.	Most likely diagnosis: Multiple Sclerosis (MS) due to chronic, progressive symptoms, including weakness, falls, visual impairment, and dysmetria.     Differential diagnosis:     1. Multiple sclerosis - Given the long history and various neurological symptoms experienced by the patient.  2. Glioma (Brain Tumor) - Recurrent falls and neurological symptoms may suggest a central nervous system lesion.  3. Parkinson's disease - Given the frequent falls and visual impairment, it can be a consideration, though other classic symptoms are absent.    4. Stroke - Though this usually causes acute symptoms, not chronic, it can be considered due to unilateral weakness, visual impairments, and falls.   5. Amyotrophic lateral sclerosis (ALS) - The presence of progressive weakness and symptoms like fatigue could raise this possibility.  6. Myasthenia gravis - The fluctuating musculoskeletal weaknesses could point towards this.  7. Cerebral Vasculitis - Can cause various neurological symptoms.  8. Primary or secondary cerebellar degeneration - This would explain dysmetria and balance problems leading to recurrent falls but not explain many of the other symptoms.  9. Chronic inflammatory demyelinating polyradiculoneuropathy (CIDP) - Progressive weakness and other varied neurologic symptoms can be possible in this condition as well.  10. Vitamin B12 deficiency - It can lead to various neurological symptoms although less likely in this case.	0	-1	-1	-1		0	0		0
PMID_35196431-phenopacket-time-based_query.txt	Manual paste-in	Immune checkpoint inhibitor–induced diabetes.	Based on the case provided,      My most likely diagnosis:      Metastatic Melanoma with Central Nervous System involvement     Robust Differential Diagnosis (from most likely to least likely):      1. Metastatic Melanoma with Central Nervous System involvement  2. Paraneoplastic syndrome due to metastatic melanoma   3. Neurological side effects due to melanoma treatment (e.g., Immunotherapy, targeted therapy)  4. Metastatic Melanoma with Adrenal insufficiency  5. Thyroid-related neuropathy secondary to Hypothyroidism  6. Late stage Paraneoplastic Syndrome involving endocrine system   7. Diabetic neuropathy (considering Hyperlipidemia indicating metabolic syndrome)   8. Glioblastoma multiforme (secondary neoplasm)	2	-1	-1	7		0	2		2
PMID_35263523-phenopacket-time-based_query.txt	Manual paste-in	Diffuse large B-cell lymphoma.	Most Likely Diagnosis: Major Depressive Disorder with Psychotic Features     Differential Diagnoses:  1. Major Depressive Disorder with Psychotic Features  2. Parkinson's Disease  3. Normal Pressure Hydrocephalus  4. Alzheimer's Disease  5. Stroke-Related Dementia  6. Multiple Sclerosis  7. Dysthymic Disorder  8. Sequela of Traumatic Brain Injury  9. Cerebral Amyloid Angiopathy  10. Progressive Supranuclear Palsy  11. Chronic Traumatic Encephalopathy  12. Generalized Anxiety Disorder  13. Lewy Body Dementia  14. Conversion Disorder  15. Frontotemporal Dementia  16. Vitamin B12 Deficiency  17. Cerebrovascular Disease  18. Rheumatoid Arthritis-Related Neurological Complications	0	-1	-1	-1		0	0		0
PMID_35294816-phenopacket-time-based_query.txt	Manual paste-in	Hereditary angioedema with C1 inhibitor deficiency and chronic spontaneous urticaria.	Most Likely Diagnosis: Hereditary Angioedema     Differential Diagnosis:  1. Acquired Angioedema  2. Anaphylaxis  3. Idiopathic Angioedema  4. Systemic Lupus Erythematosus  5. Mastocytosis  6. Chronic Spontaneous Urticaria  7. Lymphoma  8. Gastrointestinal Carcinoid Tumor  9. Peptic Ulcer Disease  10. Cholecystitis  11. Irritable Bowel Syndrome  12. Pancreatitis  13. Gastritis  14. Medullary Thyroid Cancer  15. Pheochromocytoma  16. Hypothyroidism  17. Hyperthyroidism  18. Gastrointestinal Stromal Tumor (GIST)	4	1	1	3		4	3		1
PMID_35320647-phenopacket-time-based_query.txt	Manual paste-in	Anaplasmosis.	The most probable diagnosis: Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2), also known as COVID-19.     Differential Diagnosis, in order of probability:     1. Severe Acute Respiratory Syndrome Coronavirus 2 (COVID-19)  2. Influenza (Flu)  3. Pneumonia (non-COVID related)  4. Mononucleosis  5. Leukemia (due to Hepatosplenomegaly)  6. Gastroenteritis  7. Anxiety disorder  8. Malignant melanoma (secondary to the noted Nevus)   9. Pulmonary embolism  10. Chronic fatigue syndrome  11. Lyme disease  12. Sinusitis  13. Sarcoidosis  14. Tuberculosis  15. Histoplasmosis.	0	-1	-1	-1		0	0		0
PMID_35353965-phenopacket-time-based_query.txt	Manual paste-in	Fabry’s disease.	Most likely diagnosis:   Amyloidosis (specifically, cardiac amyloidosis or amyloid heart disease)     Differential diagnosis (ranked from most likely to least likely):  1. Amyloidosis (cardiac amyloidosis or amyloid heart disease)  2. Hypertensive heart disease  3. Hypertrophic obstructive cardiomyopathy  4. Chronic renal failure leading to fluid-overload cardiac problems  5. Sarcoidosis (cardiac sarcoidosis)  6. Endocardial fibroelastosis  7. Constrictive pericarditis  8. Anderson-Fabry disease  9. Senile systemic amyloidosis  10. Myocardial infarction  11. Infective endocarditis   12. Dilated cardiomyopathy  13. Restrictive cardiomyopathy  14. Loeffler endocarditis  15. Hemochromatosis (specifically, cardiac hemochromatosis)	5	8	-1	8		5	5		0
PMID_35417641-phenopacket-time-based_query.txt	Manual paste-in	Myelodysplastic syndrome.	Most likely diagnosis:  Microangiopathic hemolytic anemia related to Thrombotic thrombocytopenic purpura (TTP)     Differential Diagnosis:  1. Thrombotic thrombocytopenic purpura (TTP)  2. Hemolytic-uremic syndrome (HUS)  3. Disseminated intravascular coagulation (DIC)  4. Severe sepsis  5. Vitamin B12 or folate deficiency causing megaloblastic anemia  6. Myelodysplastic syndrome or other bone marrow disease  7. Multiple myeloma  8. Systemic lupus erythematosus or other vasculitis  9. Paroxysmal nocturnal hemoglobinuria  10. Medication-induced pancytopenia	4	6	6	6		5	4		1
PMID_35443111-phenopacket-time-based_query.txt	Manual paste-in	Systemic lupus erythematosus with antiphospholipid syndrome.	Most Likely Diagnosis:   Infective endocarditis affecting the mitral valve     Differential Diagnosis:  1. Infective endocarditis affecting the mitral valve  2. Intracardiac tumors (Myxoma, Sarcoma)  3. Rheumatic heart disease  4. Systemic lupus erythematosus (Libman-Sacks endocarditis)  5. Antiphospholipid syndrome  6. Metastatic cancer to the mitral valve  7. Bell's palsy  8. Myasthenia gravis  9. Syncope due to a cardiac arrhythmia  10. Lyme disease with neurological manifestations  11. Stroke due to a mitral valve embolism  12. Multiple sclerosis with symptoms related to the facial nerve  13. Lupus with Libman-Sacks endocarditis and neurological manifestations.  14. Sarcoidosis with cardiac involvement  15. Mitral valve prolapse leading to arrhythmia causing the transient ischemic attacks.  16. Marantic endocarditis due to an underlying malignancy  17. Systemic sclerosis with cardiac involvement.  18. Hematological malignancies with cardiac infiltration  19. Autoimmune disease with vasculitis affecting the brain and heart.  20. Tuberculosis with cardiac involvement.	4	4	4	4		5	4		1
PMID_35476654-phenopacket-time-based_query.txt	Manual paste-in	Regional myocarditis due to infection with Listeria monocytogenes.	Most Likely Diagnosis: Endocarditis     Differential Diagnosis:  1. Endocarditis  2. Late-Onset Sepsis  3. Lyme Disease (Borrelia Infection)  4. Systemic Lupus Erythematosus   5. Rheumatoid Arthritis   6. Polymyalgia Rheumatica  7. Myelodysplastic Syndrome  8. Multiple Myeloma  9. Fibromyalgia  10. Chronic Fatigue Syndrome   11. Vasculitis  12. Seronegative arthritis   13. Adult onset Still’s disease  14. Temporal Arteritis  15. Systemic onset Juvenile Idiopathic Arthritis	2	-1	-1	1		0	2		2
PMID_35544390-phenopacket-time-based_query.txt	Manual paste-in	High-grade B-cell lymphoma, not otherwise specified.	Given the limited amount of information and the patient's symptoms of new-onset ascites and edema, my top differential diagnoses are:     1. Cirrhosis of the liver (most likely due to alcohol, hepatitis B or C)  2. Heart failure (right-sided or congestive heart failure)  3. Nephrotic syndrome (or kidney disease)  4. Peritoneal carcinomatosis (less likely without other signs or symptoms)  5. Hypoalbuminemia (from malnutrition or severe liver disease)  6. Tuberculous peritonitis (less likely without other signs or symptoms)  7. Pancreatic ascites (secondary to pancreatitis)  8. Budd-Chiari syndrome (hepatic venous outflow obstruction, generally rare)     As more information becomes available, they might shift up or down on this list depending on relevance.	0	-1	-1	-1		0	0		0
PMID_35584159-phenopacket-time-based_query.txt	Manual paste-in	Aspiration pneumonia.	Based on this information, a probable diagnosis for this patient could be Testicular Cancer with Pulmonary Metastasis. The differential diagnosis, in order of highest to lowest probability, could include the following:  1. Testicular Cancer with Pulmonary Metastasis  2. Sarcoidosis  3. Tuberculosis (Miliary)  4. Rheumatoid Arthritis with Pulmonary Manifestation  5. Vasculitis such as Granulomatosis with Polyangiitis  6. Recurrent Bacterial Pneumonia secondary to an Immunodeficiency.  7. Lymphoma  8. Connective Tissue Disease with Pulmonary Involvement like Systemic Lupus Erythematosus  9. Fungal Infections such as Histoplasmosis  10. Paraneoplastic Syndrome.  Please note that the final diagnosis would require further evaluation and clinical correlation.	0	-1	-1	-1		0	0		0
PMID_35613025-phenopacket-time-based_query.txt	Manual paste-in	Idiopathic multicentric Castleman’s disease.	My Most Likely Diagnosis:      Hodgkin's Lymphoma     Differential Diagnoses (Ranked from most to least likely):     1. Hodgkin's Lymphoma  2. Non-Hodgkin's Lymphoma  3. Systemic Lupus Erythematosus  4. Infective Endocarditis  5. Sarcoidosis  6. Castleman's Disease  7. Tuberculosis  8. Rheumatoid Arthritis  9. Advanced HIV/AIDS with related infections  10. Leukemia  11. Thymoma  12. Infectious Mononucleosis  13. Mediastinal Germ Cell Tumor   14. Adult-onset Still’s disease  15. Paraneoplastic syndrome associated with lung cancer.  16. Lyme disease	4	6	6	6		4	4		0
PMID_35675180-phenopacket-time-based_query.txt	Manual paste-in	Undifferentiated autoimmune rheumatic disease.	Most Likely Diagnosis: Myocarditis     Differential Diagnoses (from most likely to least likely):  1. Myocarditis  2. Acute Coronary Syndrome (ACS)  3. Pericarditis  4. Cardiomyopathy  5. Pulmonary embolism  6. Costochondritis  7. Viral gastroenteritis  8. Pneumonia  9. Generalized Anxiety Disorder with Panic Attacks  10. Infectious mononucleosis (Mono)   11. Lyme disease  12. Meningitis  13. Hypertrophic cardiomyopathy   14. Mitral valve prolapse syndrome  15. Ruptured aortic aneurysm  16. Esophagitis  17. Sickle cell crisis  18. Giant cell arteritis  19. Conn's Syndrome (Hyperaldosteronism)  20. Vasculitis  21. Kawasaki disease  22. Endocarditis  23. Tetralogy of Fallot   24. Substance abuse (cocaine, stimulants)	0	-1	-1	-1		0	0		0
PMID_35704401-phenopacket-time-based_query.txt	Manual paste-in	Infection with monkeypox virus, West African clade.	Most Likely Diagnosis: Immunocompromised state due to HIV (based on immunodeficiency symptom) presenting with secondary HSV-2 infection (based on the perianal and penile ulcers, recurrent oral herpes, and skin rash).     Differential Diagnoses, from most likely to least likely:     1. HIV with secondary Herpes Simplex Virus-2 (HSV-2) infection.  2. Rectal Gonorrhea with HSV-2 coinfection.  3. Reactive arthritis due to Chlamydia infection.  4. Neurosyphilis, considering the sexual and neurologic implications along with systemic symptoms.  5. Herpes Proctitis.  6. Behcet's disease, considering the history of recurrent oral ulcers.  7. Crohn's disease with secondary infectious complication.  8. Severe Primary HSV-2 Infection in HIV-negative individual.  9. HIV and secondary Syphilis infection.   10. Agranulocytosis with secondary infection.	0	-1	-1	-1		0	0		0
PMID_35704485-phenopacket-time-based_query.txt	Manual paste-in	Phosphaturic mesenchymal tumor causing osteomalacia.	Most likely diagnosis: Osteomalacia due to hypophosphatemic rickets.     Differential diagnosis:  1. Osteomalacia due to hypophosphatemic rickets  2. Osteoporosis  3. Hyperparathyroidism  4. Vitamin D deficiency  5. Osteogenesis imperfecta  6. Chronic kidney disease  7. Paget's disease of the bone  8. Multiple myeloma  9. Renal tubular acidosis  10. Fibrous dysplasia.	3	1	1	1		4	2		2
PMID_35731657-phenopacket-time-based_query.txt	Manual paste-in	Pancreatic ductal adenocarcinoma.	Based on the case given, my most likely diagnosis is: Pancreatic Neuroendocrine Tumor (pNET).     My differential diagnosis, ranked by descending probability, is as follows:     1. Pancreatic Neuroendocrine Tumor (pNET)  2. Pancreatic Adenocarcinoma  3. Pancreatic Serous Cystadenoma  4. Chronic Pancreatitis  5. Autoimmune Pancreatitis  6. Lymphoma (due to hepatosplenomegaly)  7. Metastatic Disease (to the pancreas)  8. Pancreatic Pseudocyst   9. Intraductal Papillary Mucinous Neoplasm (IPMN).	4	2	2	2		4	4		0
PMID_35767442-phenopacket-time-based_query.txt	Manual paste-in	Plasma-cell myeloma post-transplantation lymphoproliferative disorder.	Most likely diagnosis: Central Nervous System (CNS) Leukemia     Differential Diagnosis:  1. Central Nervous System (CNS) Leukemia  2. Meningeal carcinomatosis secondary to systemic B-cell Acute Lymphoblastic Leukemia  3. Radiation-induced optic neuropathy (if the patient underwent radiotherapy)  4. Chemotherapy-induced optic neuropathy (if the patient is currently on chemotherapy)  5. Brain tumor unrelated to leukemia, such as glioma  6. Leukemia relapse manifesting as a systemic disease  7. Infectious meningitis (bacterial/viral/fungal) or encephalitis  8. Neurological complications due to sepsis or systemic infection  9. Paraneoplastic syndrome  10. Medication side effect causing vision changes and symptoms  11. Hemorrhagic complications secondary to platelet dysfunction or thrombocytopenia.   12. Hyperviscosity syndrome secondary to leukemia.    13. Optic neuritis possibly secondary to an autoimmune process  14. Pseudotumor cerebri  15. Infiltrative optic neuropathy  16. Vitamin B12 deficiency (if the patient had been on chronic methotrexate)   17. Ischemic optic neuropathy  18. Amaurosis fugax secondary to leukemia-induced hyperviscosity.   19. Infectious diseases (Meningeal Tuberculosis)  20. Metabolic disorders, such as diabetic retinopathy     These diagnoses are subject to the evolution and progression of patient's signs and symptoms, as well as results from physical examination, diagnostic imaging, and laboratory tests.	0	-1	-1	1		0	2		2
PMID_35830644-phenopacket-time-based_query.txt	Manual paste-in	Granulomatosis with polyangiitis.	Most Likely Diagnosis: Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) infection leading to COVID-19 pneumonia.     Differential Diagnosis List:     1. Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) infection leading to COVID-19 pneumonia  2. Community-acquired pneumonia (Bacterial or viral other than SARS-CoV-2).  3. Influenza pneumonia  4. Other viral pneumonias (e.g. Respiratory Syncytial Virus).  5. Acute bronchitis.  6. Mycoplasma pneumoniae infection.  7. Acute Exacerbation of Asthma  8. Tuberculosis  9. Fungal pneumonia (less likely given demographics)  10. Cardiogenic pulmonary edema (less likely given age and lack of cardiopathy history).  11. Non-infectious inflammatory lung diseases, such as acute eosinophilic pneumonia or hypersensitivity pneumonitis (less likely due to epidemiology).	0	-1	-1	-1		0	0		0
PMID_35857663-phenopacket-time-based_query.txt	Manual paste-in	Infection with Blastomyces dermatitidis.	Most Likely Diagnosis: Ectopic Cushing's syndrome due to metastatic pancreatic neuroendocrine tumor.     Differential Diagnosis:  1. Ectopic Cushing's syndrome caused by metastatic pancreatic neuroendocrine tumor.  2. Ectopic Cushing's syndrome caused by other types of neuroendocrine tumors.  3. Pancreatic neuroendocrine tumor without ectopic Cushing's Syndrome.  4. Metastatic carcinoid tumor with Carcinoid syndrome.  5. Zollinger-Ellison syndrome.  6. Insulinoma.  7. Glucagonoma.  8. Adrenocorticotropic hormone (ACTH) secreting pituitary adenoma Cushing's Disease.  9. Cushing's Syndrome caused by adrenal adenoma or carcinoma.  10. Pheochromocytoma.  11. Primary hyperaldosteronism.  12. Polycystic ovary syndrome (PCOS).  13. Hyperthyroidism.  14. Adrenal Hyperplasia.  15. Steroid-induced Cushing's syndrome.	0	-1	-1	-1		0	0		0
PMID_35939582-phenopacket-time-based_query.txt	Manual paste-in	Well-differentiated pancreatic insulin-secreting neuroendocrine tumor (insulinoma).	Most likely diagnosis: Insulinoma     Differential Diagnoses:  1. Insulinoma  2. Exogenous insulin administration  3. Non-islet cell tumor hypoglycemia  4. Factitious hypoglycemia  5. Autoimmune hypoglycemia  6. Addison's disease  7. Severe liver disease  8. Ethanol intoxication.   9. Insulin autoimmune syndrome (Hirata's disease)  10. Congenital Hyperinsulinism.   11. Inborn errors of metabolism  12. Gastric bypass surgery-induced hypoglycemia.	5	1	1	1		5	4		1
PMID_36001715-phenopacket-time-based_query.txt	Manual paste-in	Langerhans-cell histiocytosis of the lung and liver.	Based on the provided information, here is my analysis:     Most Likely Diagnosis: Metastatic Cancer (origin unknown)     Differential Diagnosis ranked by probability:     1. Metastatic Lung Cancer  2. Metastatic Hepatocellular Carcinoma  3. Metastatic Breast Cancer  4. Metastatic Gastrointestinal Cancer  5. Metastatic Pancreatic Cancer  6. Lymphoma with Liver and Lung Involvement  7. Granulomatous diseases such as sarcoidosis  8. Infectious diseases causing liver and lung lesions (such as tuberculosis or fungal infections)  9. Multiple abscesses in lung and liver due to bacterial infection  10. Parasitic infections (like hydatid disease, caused by Echinococcus) with liver and lung involvement  11. Vasculitis involving liver and lung, such as polyarteritis nodosa  12. Multiple liver and lung cysts due to polycystic liver disease.	0	-1	-1	-1		0	0		0
PMID_36069875-phenopacket-time-based_query.txt	Manual paste-in	Encephalitis due to Behçet’s disease.	Most likely diagnosis: Behçet's Disease     Differential diagnosis, ranked most likely to least likely:   1. Behçet's Disease  2. Neurological manifestations of Systemic Lupus Erythematosus (Neuropsychiatric SLE, NPSLE)  3. Neurosarcoidosis   4. Antiphospholipid Syndrome   5. Central Nervous System Vasculitis   6. Intracranial Hypertension   7. Migraine with Aura   8. Cerebral Venous Sinus Thrombosis   9. Meningitis (Viral, Bacterial, Fungal)  10. Secondary Syphilis  11. Neuroborreliosis (Lyme Disease)  12. Brain Abscess  13. Neuro Tuberculosis.	4	1	1	1		4	4		0
PMID_36070713-phenopacket-time-based_query.txt	Manual paste-in	Chronic Candida albicans meningitis.	Based on the details provided in the case, the most likely diagnosis is Benign Intracranial Hypertension (Idiopathic Intracranial Hypertension).     The differential diagnosis, ranked from most likely to least likely, is as follows:     1. Benign Intracranial Hypertension (Idiopathic Intracranial Hypertension)  2. Meningitis/Encephalitis (bacterial, viral, fungal, or parasitic)  3. Brain Tumor (glioma, meningioma, metastatic disease from ovarian neoplasm)  4. Brain Abscess  5. Subacute/Chronic Subdural Hematoma  6. Cerebral Venous Sinus Thrombosis  7. Multiple Sclerosis  8. Pseudotumor cerebri  9. Chronic Migraine or Cluster Headache  10. Cerebral Aneurysm or other vascular malformation.	3	2	2	2		4	3		1
PMID_36103417-phenopacket-time-based_query.txt	Manual paste-in	Granulomatosis with polyangiitis.	Most Likely Diagnosis: Giant Cell Arteritis      Differential Diagnosis:  1. Giant Cell Arteritis  2. Temporal Arteritis  3. Polymyalgia Rheumatica  4. Takayasu's Arteritis  5. Rheumatoid Arthritis  6. Lyme Disease  7. Systemic Lupus Erythematosus  8. HIV/AIDS  9. Vasculitis  10. Malignancy  11. Infective Endocarditis  12. Tuberculosis  13. Fibromyalgia  14. Tick-Borne Disease  15. Hypertension  16. Migraine  17. Chronic Fatigue Syndrome  18. Influenza  19. Ankylosing Spondylitis  20. Sjögren's Syndrome  21. Osteoarthritis  22. Gout.	3	9	9	9		2	3		1
PMID_36130001-phenopacket-time-based_query.txt	Manual paste-in	Immune dysregulation, polyendocrinopathy, enteropathy, X-linked (IPEX) syndrome.	Most Likely Diagnosis:  Congenital disorder of glycosylation Type 1a (CDG-1a)     Differential Diagnosis, from most likely to least likely:     1. Congenital disorder of glycosylation Type 1a (CDG-1a)  2. Autoimmune enteropathy  3. Familial Mediterranean Fever  4. Chronic granulomatous disease  5. Celiac disease  6. HIV-related enteropathy  7. Giardiasis  8. Inflammatory bowel disease (Crohn's disease or Ulcerative colitis)  9. Whipple's disease  10. Lysinuric protein intolerance  11. Tubulointerstitial nephritis and uveitis (TINU) syndrome  12. Ehlers-Danlos syndrome, vascular type  13. Immunodeficiency syndrome  14. Common variable immunodeficiency  15. C3 glomerulopathy	3	2	2	2		4	3		1
PMID_36170504-phenopacket-time-based_query.txt	Manual paste-in	Neonatal hypoglycemia due to biologically active teratoma and the Sotos syndrome.	Most Likely Diagnosis:  Congenital disorder of glycosylation      Differential Diagnoses, Ranked by Probability:  1. Septo-optic-dysplasia  2. Prader-Willi syndrome  3. Beckwith-Wiedemann syndrome  4. Persistent hyperinsulinism of infancy  5. Kabuki Syndrome  6. Inborn errors of metabolism, such as glycogen storage disease  7. Turner Syndrome  8. Isolated growth hormone deficiency or pituitary hypoplasia  9. Neonatal diabetes mellitus  10. Neonatal hypothyroidism  11. Adrenal insufficiency  12. Hypopituitarism  13. Mody Diabetes.	3	4	4	-1		3	0		3
PMID_36239648-phenopacket-time-based_query.txt	Manual paste-in	Linitis plastica (invasive gastric adenocarcinoma).	Most Likely Diagnosis: Achalasia     Differential Diagnosis, in order of decreasing likelihood:   1. Scleroderma (systemic sclerosis)  2. Esophageal stricture  3. Gastroesophageal reflux disease (GERD) progression with complication  4. Esophageal cancer  5. Esophageal spasm  6. Parkinson’s disease  7. Amyotrophic lateral sclerosis (ALS)  8. Stroke affecting the brain's swallowing centers  9. Esophagitis  10. Barrett’s esophagus	0	-1	-1	4		0	2		2
PMID_36260795-phenopacket-time-based_query.txt	Manual paste-in	Eosinophilic myocarditis and drug reaction with eosinophilia and systemic symptoms (DRESS).	Most likely diagnosis:      Acute Rheumatic Fever (ARF) with Postoperative Cardiogenic Shock and Erythema Marginatum (rash)     Differential Diagnosis:     1. Acute Rheumatic Fever with mitral valve involvement  2. Congestive Heart Failure secondary to faulty mitral valve replacement  3. Infective endocarditis with postoperative complications  4. Myocardial Infarction with secondary rash from medication reaction  5. Postoperative sepsis with rash  6. Autoimmune disease, like Systemic Lupus Erythematosus, presenting with Heart disease and rash  7. Adverse reaction to medication or medical device material (e.g., hypersensitivity to valve prosthetic material)  8. Cardiac amyloidosis with accompanying cutaneous amyloidosis  9. Dermatomyositis with cardiac involvement  10. Acute coronary syndrome with shock and secondary rash from medication reaction.	3	6	6	4		3	2		1
PMID_36300978-phenopacket-time-based_query.txt	Manual paste-in	Sarcoidosis.	Most Likely Diagnosis: Juvenile idiopathic arthritis-associated uveitis     Differential Diagnoses:  1. Juvenile idiopathic arthritis-associated uveitis  2. Childhood sarcoidosis  3. Pediatric Behçet's disease  4. Pediatric Systemic Lupus Erythematosus (SLE) with ocular involvement  5. Kawasaki disease with ocular involvement  6. Pediatric granulomatosis with polyangiitis  7. Tubulointerstitial nephritis and uveitis (TINU) syndrome  8. Pediatric Vogt-Koyanagi-Harada disease  9. Pediatric Lyme disease with ocular involvement  10. Pediatric idiopathic orbital cellulitis  11. Childhood-onset Still's disease  12. Familial Mediterranean Fever with ocular involvement  13. Anterior uveitis secondary to viral etiology.	5	2	2	2		5	5		0
PMID_36351271-phenopacket-time-based_query.txt	Manual paste-in	Cotard’s syndrome, catatonia, depression, and seizure after coronavirus disease 2019.	Most Likely Diagnosis:   Psychiatric complications secondary to COVID-19, characteristically presented as Cotard Delusion (believing oneself is dead) and progressing dementia, potentially overlaid with an underlying mood disorder given the history of major depressive disorder.     Differential Diagnosis, from most likely to least likely:     1. Post-Acute Sequelae of SARS-CoV-2 infection (Long COVID): Neurological manifestations including dementia and psychiatric issues  2. Major Depressive Disorder with Psychotic Features (as her delusion may be related to depressive state)  3. Cotard Delusion/Syndrome (in the context of psychiatric disturbances after a critical illness)  4. Dementia due to Neurodegenerative Disease (e.g., Alzheimer's Disease, Vascular Dementia)  5. Chronic Fatigue Syndrome (presenting as cognitive impairment, myalgia, insomnia)  6. Chronic Lyme Disease or other long-term infectious causes.  7. Other Neurodegenerative Disorder (e.g., Progressive Supranuclear Palsy – the weak voice and falls could be an indication)  8. Side effect of medications (certain medications can cause cognitive impairment and psychiatric symptoms)  9. Non-COVID-19 related Post Intensive Care Syndrome (mental and physical health decline following critical illness).  10. B12 or Thiamine Deficiency (could result in cognitive impairment and psychiatric symptoms)  11. Rare autoimmune cause such as Anti-NMDA Receptor Encephalitis.  12. Other Rare Neurosyphilis or HIV-induced cognitive impairment.	4	3	3	3		4	4		0
PMID_36383716-phenopacket-time-based_query.txt	Manual paste-in	Poorly differentiated adenocarcinoma of the lung complicated by superior vena cava syndrome.	Based on these symptoms, my most likely diagnosis would be:     Advanced Pancreatic Cancer with metastasis to lungs     A robust differential diagnosis, ranked from most to least likely, could be as follows:     1. Advanced Pancreatic Cancer with metastasis to lungs  2. Advanced Lung Cancer with metastasis to pancreas  3. Neuroendocrine Tumor (NET) with metastasis  4. Thymoma with Pancreatic and Pulmonary Involvement  5. Sarcoidosis with pancreatic and pulmonary involvement  6. Paraneoplastic syndromes caused by multiple primary malignancies  7. Lymphoma with pancreatic and pulmonary involvement  8. Pancreatic and Lung Abscess due to infection  9. Systemic lupus erythematosus (SLE) with pancreatic and pulmonary involvement  10. Vasculitis, such as Granulomatosis with polyangiitis, with pancreatic and pulmonary involvement  11. Pancreatic and Lung involvement in Amyloidosis.	2	2	2	2		2	3		1
PMID_36416771-phenopacket-time-based_query.txt	Manual paste-in	Meningioma, meningothelial type, World Health Organization grade 1.	Most likely diagnosis:  1. Neuromyelitis optica spectrum disorder (NMOSD)     Differential Diagnosis:  1. Multiple sclerosis  2. Systemic lupus erythematosus  3. Sjögren syndrome  4. Behçet disease  5. Vogt-Koyanagi-Harada (VKH) disease  6. Central nervous system vasculitis  7. Ischemic optic neuropathy   8. Non-arteritic anterior ischemic optic neuropathy   9. Susac syndrome   10. Optic nerve glioma  11. Cryptococcal meningitis  12. Leber’s Hereditary Optic Neuropathy	0	-1	-1	-1		0	0		0
